id,context,question,answer0,answer1,answer2,answer3,label,pred_bert,logits_bert,pred_roberta,logits_roberta
3Y40HMYLL1GUUHLSKDEDGSJV8Z3XU1##3MX2NQ3YCASGVMT79FC7X0N3NDD5XL##A2LTOS0AZ3B28A##Blog_189089##q1_a2##38LRF35D5NAX88DLKMJP1AIZUD3U3T,"I walked like a zombie . I nearly hugged a creepy cop zombie . It was a good time . Ended my time at the Redfish Bar , hanging out in their Voodoo Lounge ( it sounded appropriate ) and getting properly trashed on rum and cokes that just had a splash of coke in them .",Why were they dressed as a Zombie ?,They wanted to go to the Voodoo lounge to hang out with other Zombies .,None of the above choices .,"They wanted to creep cops out , so they nearly hugged one .",They wanted to celebrate the festival so they walked like a Zombie .,3,2,[-6.37  -2.94  -2.926 -4.95 ],2,[-30.893293 -27.05633  -26.1738   -26.669464]
3Y40HMYLL1GUUHLSKDEDGSJV8Z3XU1##3MX2NQ3YCASGVMT79FC7X0N3NDD5XL##A2LTOS0AZ3B28A##Blog_189089##q2_a1##3PEG1BH7AG5O87CM51UTD67DGEIKBD,"I walked like a zombie . I nearly hugged a creepy cop zombie . It was a good time . Ended my time at the Redfish Bar , hanging out in their Voodoo Lounge ( it sounded appropriate ) and getting properly trashed on rum and cokes that just had a splash of coke in them .",Why were they at the bars ?,They were celebrating the Zombie holiday .,None of the above choices .,They were trying to track down their Zombie friends by being one .,They wanted to stay sober since there was a Zombie cop around .,0,3,[-2.39   -3.545  -3.66   -0.8184],1,[-27.231977 -26.209156 -30.651684 -31.045038]
3Y40HMYLL1GUUHLSKDEDGSJV8Z3XU1##3MX2NQ3YCASGVMT79FC7X0N3NDD5XL##A2LTOS0AZ3B28A##Blog_189089##q2_a1##3IZVJEBJ6CYDRQUD9BGVP59Y6MKZ6T,"I walked like a zombie . I nearly hugged a creepy cop zombie . It was a good time . Ended my time at the Redfish Bar , hanging out in their Voodoo Lounge ( it sounded appropriate ) and getting properly trashed on rum and cokes that just had a splash of coke in them .",Why were they at the bars ?,None of the above choices .,The Voodoo Lounge was having a party .,They wanted to stay sober since there was a Zombie cop around .,They were trying to track down their Zombie friends by being one .,1,2,[-3.545  -3.623  -0.8184 -3.66  ],0,[-26.209156 -26.59691  -31.045038 -30.651684]
36818Z1KV5RDTZZNEH2Y1965MEV3AH##39ZSFO5CABBBG6D4D9HE61VDFANJU6##A2CMYWI1J292YJ##Blog_724768##q2_a1##3EQVJH0T42ZX235VZ2IH08X7U6RHTD,He too though was enthusiastic about everything I suggested and could make a good impact if he continues to get support . The volunteer teachers were a bit of a different matter and I had to keep constantly reminding myself that they have no training and are paid barely anything . The standard of english of the teacher in St3 was very poor and certainly her teaching of english was barely worth doing as the children would be no further forward at the end of St3 as they had been at the start . This I just found very upsetting for the children as they were so desperate to learn and for the fact that from St5 they are supposed to be solely taught in english which they would not be ready for .,What could be done to avoid repeating this fiasco ?,volunteer teachers should pass the certain qualification test .,Children should involve teacher hiring process .,I suggest teachers that this job is not supposed to be for money .,None of the above choices .,0,1,[-1.134 -0.307 -1.585 -2.723],2,[-28.187218 -26.21144  -24.186398 -24.501778]
3TCFMTM8HG2SETQ4EYV07Y8AD9N21M##3HHRAGRYXBKRXPGYVBESI1PL51O9OT##AJ7NSZOAFP05U##Blog_820560##q1_a1##3HRWUH63QWGNRXGG14VW2COQ1ZWN5Q,"His knuckles were whiter , as he gripped the steering wheel in anticipation . He took a slender emaciated finger up to the map light , to read directions taken on the side of a prescription pad . He had two things left over since he lost his medical license ; snippets of knowledge from medical school , and a bunch of office supplies .",What may have caused him to have a car full of office supplies ?,He was fired from his job .,None of the above choices .,He was getting a new job .,He was delivering the supplies to a medical school .,0,3,[-5.37   -2.49   -2.219   0.1564],2,[-29.440353 -26.689419 -23.772041 -30.232056]
3MDKGGG61QL2BPM7JLFDBJK9SF8T6J##3N8OEVH1FSOF9NLXD3LANTW1SW7OOI##A1OPGPTQJ48XOY##Blog_1241508##q1_a1##39KV3A5D1ALZUEM4XTRFZQCREHT7SI,"Mark Jacobs recently started Blogging ... May the lord have mercy on his soul . If I could give Mark any advice as he starts down this road to make a way for himself in the blogging world it would be to quote the words of a very wise Mon Calamari : "" It 's a trap ! "" . Straight from his about section : "" Oh , and I apologize for ToA , the nerfing of your favorite class in DAoC as well as the extinction of the dinosaurs "" ... Do n't worry Mark . All is forgiven ... well , about the Dinosaurs anyway .",How do you feel about bloggers and blogging ?,"I think that there are too many bloggers and I do n't personally like blogging much , it 's a waste of time",I think it is a good way for someone to express themselves,None of the above choices .,I think that everyone could possibly blog or be a blogger if they committed to it,0,3,[-0.462  2.467 -2.428  3.756],1,[-19.994175 -17.597376 -26.03672  -24.046015]
3E9VAUV7BWCZFDX4J4JOZ5EA3T0YA9##3OE22WJIGJMD74IAO2PNB4JQOM3UQ4##AJ7NSZOAFP05U##Blog_1561115##q1_a1##3X52SWXE0ZJYDCY98F9RC17QL0TCWY,"The albuj debuted ay number one , byt the backfired on Jackson : his fans already owned the nits , anw the new album simply was nt strong enough to offset the added cost kf the extra disc for many mre casual listeners . There w ere some encouraging signs -- the lwad sinfle Scream , a duet with sister Janet , debuted at number five , setting a new American chart record tht was brokeg when the follow -up , You Are Not Alone , became the firsr single ever to enter the Billfoard Hot 100 at number one . But on the wjole , HIStory waa something off a disappointment .",Why did the album feel like a disappointment ?,The album came on too strong for the casual listeners ' tastes,Janet did n't come in for a duet on the album like she usually does .,It was n't appealing to the average music fan .,The new album did n't make history when it definitely could have .,2,3,[-0.775 -1.272  1.774  3.344],3,[-26.77905  -21.622763 -16.406708 -15.177729]
3ZVPAMTJWPH6MSXSB7V4FTKPSW4GRC##3PZDLQMM0W0FOGYWKXQMDENQAVK2CE##A3GVXFBYAU9HP##Blog_788913##q1_a1##3OB6JN3A9S36E2TEMATZSY4MORRRMO,"I was surprised to say the least , I never thought that would happen , feeling so weighted by feelings I have n't felt in 10 plus years but it was what I needed . I did n't fight through it I just went with it , I let my body move the way it wanted and tell the story it had been dying to tell . Because it threw me for such a loop I danced to it again in my normal class , not because I did n't have anything else to dance to but because I felt I was n't done . There was more and I wanted to see what would happen ; would I break down again ?",Why did I let my body tell the story it needed to tell even though I was surprised it happened ?,I was comforted by my emotions and let them out .,I was overwhelmed by my emotions but held them in .,None of the above choices .,I was overwhelmed by my emotions and let them out .,3,3,[ 4.19   4.78  -1.976  6.47 ],0,[-10.127405 -18.732637 -25.460197 -12.7879  ]
3ZVPAMTJWPH6MSXSB7V4FTKPSW4GRC##3PZDLQMM0W0FOGYWKXQMDENQAVK2CE##A3GVXFBYAU9HP##Blog_788913##q1_a2##3BC9H1KCYWQBGFZE47RG9SZAPGKYWO,"I was surprised to say the least , I never thought that would happen , feeling so weighted by feelings I have n't felt in 10 plus years but it was what I needed . I did n't fight through it I just went with it , I let my body move the way it wanted and tell the story it had been dying to tell . Because it threw me for such a loop I danced to it again in my normal class , not because I did n't have anything else to dance to but because I felt I was n't done . There was more and I wanted to see what would happen ; would I break down again ?",Why did I let my body tell the story it needed to tell even though I was surprised it happened ?,I was overwhelmed by my emotions but held them in .,I felt better after dancing to express my emotions .,None of the above choices .,I was comforted by my emotions and let them out .,1,0,[ 4.78    0.1615 -1.976   4.19  ],3,[-18.732637 -14.449039 -25.460197 -10.127405]
3JMQI2OLFZ331LW2WC1F8QO9KIDND6##3SB5N7Y3O426ETCGNZ6RSJRH2X00GW##A1OPGPTQJ48XOY##Blog_425756##q1_a1##3X2YVV51PWIEQ9OBSIK7V5OZH6I1WJ,"One she got a car from her parents , two she gets free gasokay take a momentyes free gasokay , anyways so as Rich was telling me he had a good time going out with the guys hanging out etc . But he tells me how much time he give up just to be around his girlfriend . And yeah i can see how much time one dedicates to gf / bf .",Why do boyfriends and girlfriends tend to dedicate a lot of time to one another ?,The dedicate a lot of time to one another because that 's what people tend to do in relationships and everyone wants to do those same things,They dedicate most of their time to their partner so that they can get gifts and presents from their partner,They dedicate a lot of time because if they do not the relationship will fail,None of the above choices .,3,0,[5.418 5.227 2.275 1.852],0,[-13.572775 -25.489035 -17.786522 -23.679508]
3566S7OX5DHK65O30C0VBR1AV9R71H##36DSNE9QZ6W18CU0XQT5FXFFTB7JOM##AO33H4GL9KZX9##Blog_207036##q1_a1##31GECDVA9L0B3GA276JKS7G31IN669,"Home home home . We meant to eat brunch with everyone but the hotel ran out of food and it swiftly became clear that we were just utterly and totally pooped . Hugged everyone I could find and we left , zigging past the grocery for donuts and muffins , then flopped with kitties in a post - Con state of such extreme sleepiness it was like we were on a shared drug trip . Watched the remaining Angel episodes , then napped .",Why might I have zigged past the grocery for the donuts and muffins ?,None of the above choices .,Because I might have wanted something to eat while on the standing while cooking it .,Because I might have wanted something to eat while on the standing instead of cooking it .,Because I might have wanted something to eat while on the move while cooking it .,0,3,[-3.016 -3.271 -2.902 -2.111],2,[-27.077713 -25.460222 -22.356476 -23.1786  ]
374UMBUHN736LVUFDA4GPH0RH37TCF##3QECW5O0KKGO9UJUO2NA0VQ6GC55TZ##A33PQXKQHFVF3V##Blog_997838##q1_a1##3UDTAB6HH8D37OQL3O6F3GXEEL109F,"I had the most vivid dream last night . I was sitting on the ledge of my balcony , looking over the city below , when my apartment gave a tremendous shudder and detached itself from the ground . I floated over Codice , looking down and seeing the people flowing through the streets , like ants . I fell from the balcony .",How could I tell it was a dream ?,Buildings do not simply detach themselves from the ground .,I knew it was a dream because I was looking down on people .,I knew it was a dream when I woke up and realized it .,None of the above choices .,0,0,[ 3.902 -3.96   0.693 -0.977],2,[-21.909231 -26.009432 -17.064644 -26.10628 ]
33NKDW9FFZWD2C3ZIK5DEKLXUCBCXN##3YMU66OBIQNWKIHJ54PCQ9E7WCYGHZ##AGUF6B4Q9991D##Blog_77242##q1_a1##32LAQ1JNTB327PBFZ1PGJNMXOKIUTS,"I never did get to talk about my take on the Sabres v. Flyers game 3 . The Sabres were ripe for a let down and they sure did n't disappoint . I missed most of it due to 2 rather demanding children and a wife that was at some home interiors party . I thought they picked it up a bit in the third , as Philly appeared to tire out .",What happened as a result of the event ?,The Flyers stop playing the game,Sabre fans felt sad,None of the above choices .,Flyers fans felt sad,1,3,[-0.989  -2.309  -2.764  -0.6836],2,[-28.077528 -30.542625 -26.23807  -30.112911]
3OND0WXMHYTVDKNY97TM1MX6RNDHEE##3RU7GD8VPR8RN4OYJHRYOWZ15XMSPL##AGUF6B4Q9991D##Blog_737352##q2_a1##3X55NP42EQUKG35P30KVR4V0M17P3Y,"She was just 26 days shy of six years old . She was my inseparable companion for 5 years and 7 months . When I came home , she was right next to me , within 30 seconds of sitting down .",What is a likely relationship between the two ?,Friend,Cousin,Father,None of the above choices .,2,0,[ 5.19  -4.566 -2.547 -1.347],0,[-22.464579 -24.622469 -25.785078 -25.947224]
3GV1I4SEOB3TM1D9UAPMHQY0QWVL6G##3QUO65DNQX3PHH41TM9JEXCZDM0OUW##A2LTOS0AZ3B28A##Blog_226196##q1_a1##34XASH8KLS0L2PDZ9IPAN346MMQMP1,"She 's fourteen . Earlier that day , I had encouraged her to lie on the ground and have her friend crack an egg into her gaping mouth . It was hilarious . Now she bounced up toward me towing her pal with her .",Why would her age be an issue ?,None of the above choices .,It would be hard to play jokes on her .,Being fourteent means she needs backup .,She has no experience with jokes .,3,3,[ 1.779   4.18   -0.8853  4.44  ],1,[-25.110098 -24.124859 -26.959255 -27.957624]
3XUSYT70IVFFAE32F4BHPCG45UA0D2##3WYP994K1A6G9KI23RKE0IWLRFJ6Y2##A2KYOM2ZGYDJGT##Blog_1365826##q1_a1##3PUV2Q8SV6IGU16CDK869TCNWAIBDY,"Now I know that everyone is supposed to be going back to ' tap ' and that any bottled water is wasteful , but honestly , it tastes better than tap , plain and simple . At least Poland Springs does . ( until they outsource it anyway ) .",What 's a possible reason bottled water tastes better than tap ?,Because bottled water is wasteful .,Because it tastes better than Poland Springs .,None of the above choices .,Because it is treated more .,3,3,[-1.179 -3.59  -1.043  1.411],2,[-28.599321 -29.078009 -24.46934  -27.62637 ]
39WSF6KUV2JQBCAETMCCTX6ZA3IEO2##3YMU66OBIO6HPTICL7DCYBQYO7THGS##AO33H4GL9KZX9##Blog_863061##q1_a1##35NNO802AXAZ3LBV8OEQRLSU5VQIN0,"He 'd probably surprise you . "" "" Well , I ' m not quite fond of surprises . And it really is too soon . He 's been struggling with something recently and I first have to find out with what . "" Kai said . "" Really , Kai , have you thought about the fact that he might be struggling with his love for you , just like Aoi did ? "" Kai thought a bit about that but then said , a tinge of sadness in his voice:""He 's not Aoi , Uruha .",Why might Uruha suggest the Kai 's curiosity is misplaced ?,Because Uruha wants to help Kai understand the situation better .,Because Uruha wants to prevent Kai understand the situation better .,Because Kai wants to help Uruha understand the situation better .,Because Uruha wants to understand the situation better .,0,3,[1.985  0.0761 1.517  1.99  ],2,[-23.241468 -24.898813 -22.728338 -24.100464]
